Time (s),Pitot Status Code,Differential Pressure,Temperature,Accel1 x,Accel1 y,Accel1 z,Gyro1 x,Gyro1 y,Gyro1 z,Mag1 x,Mag1 y,Mag1 z,Accel2 x,Accel2 y,Accel2 z,Gyro2 x,Gyro2 y,Gyro2 z,Mag2 x,Mag2 y,Ma2 z,Accel3 x,Accel3 y,Accel3 z,Gyro3 x,Gyro3 y,Gyro3 z,Mag3 x,Mag3 y,Mag3 z
18.84,Error ,1.25,-50,15.9995,-0.625977,0,39.032,-140.625,0,-162,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.845,Error ,1.25,-50,15.9995,-0.620117,0,7.78198,-132.813,0,-162,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.85,Error ,1.25,-50,15.9995,-0.618652,0,39.032,-140.625,0,-151,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.855,Error ,1.25,-50,15.9995,-0.623535,0,15.5945,-156.25,0,-151,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.8605,Error ,1.25,-50,15.9995,-0.621582,0,-0.0305176,-171.906,0,-157,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.865,Error ,1.25,-50,15.9995,-0.62207,0,7.78198,-156.25,0,-157,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.87,Error ,1.25,-50,15.9995,-0.620605,0,15.5945,-140.625,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.875,Error ,1.25,-50,15.9995,-0.623047,0,31.2195,-140.625,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.88,Error ,1.25,-50,15.9995,-0.62207,0,7.78198,-164.063,0,-166,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.885,Error ,1.25,-50,15.9995,-0.627441,0,23.407,-164.063,0,-166,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.89,Error ,1.25,-50,15.9995,-0.621094,0,15.5945,-140.625,0,-154,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.895,Error ,1.25,-50,15.9995,-0.62207,0,-7.84302,-156.25,0,-154,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9,Error ,1.25,-50,15.9995,-0.621094,0,15.5945,-148.438,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9049,Error ,1.25,-50,15.9995,-0.619141,0,15.5945,-171.875,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9099,Error ,1.25,-50,15.9995,-0.615723,0,-0.0305176,-156.25,0,-158,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9149,Error ,1.25,-50,15.9995,-0.618652,0,31.2195,-148.438,0,-158,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9199,Error ,1.25,-50,15.9995,-0.621582,0,23.407,-179.688,0,-159,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9249,Error ,1.25,-50,15.9995,-0.624512,0,15.5945,-148.438,0,-159,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9299,Error ,1.25,-50,15.9995,-0.623047,0,31.2195,-156.25,0,-159,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9349,Error ,1.25,-50,15.9995,-0.623047,0,23.407,-179.688,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9399,Error ,1.25,-50,15.9995,-0.617188,0,-7.84302,-171.875,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9449,Error ,1.25,-50,15.9995,-0.62207,0,23.407,-164.063,0,-157,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9499,Error ,1.25,-50,15.9995,-0.621582,0,-15.6555,-179.688,0,-157,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9549,Error ,1.25,-50,15.9995,-0.622559,0,-0.0305176,-179.688,0,-169,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9599,Error ,1.25,-50,15.9995,-0.624512,0,15.5945,-164.063,0,-169,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9649,Error ,1.25,-50,15.9995,-0.62207,0,-0.0305176,-156.25,0,-168,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9699,Error ,1.25,-50,15.9995,-0.621094,0,15.5945,-164.063,0,-168,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9749,Error ,1.25,-50,15.9995,-0.618652,0,-7.84302,-132.813,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9799,Error ,1.25,-50,15.9995,-0.619141,0,7.78198,-125,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9848,Error ,1.25,-50,15.9995,-0.624023,0,7.78198,-156.25,0,-167,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9899,Error ,1.25,-50,15.9995,-0.619141,0,-39.093,-171.875,0,-167,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9948,Error ,1.25,-50,15.9995,-0.621582,0,15.5945,-156.25,0,-158,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18.9998,Error ,1.25,-50,15.9995,-0.619629,0,-0.0305176,-132.813,0,-158,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0048,Error ,1.25,-50,15.9995,-0.618652,0,23.407,-148.438,0,-169,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0098,Error ,1.25,-50,15.9995,-0.623047,0,23.407,-164.063,0,-169,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0148,Error ,1.25,-50,15.9995,-0.62207,0,-0.0305176,-140.625,0,-156,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0198,Error ,1.25,-50,15.9995,-0.618652,0,31.2195,-148.438,0,-156,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0248,Error ,1.25,-50,15.9995,-0.618652,0,7.78198,-179.688,0,-160,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0298,Error ,1.25,-50,15.9995,-0.622559,0,-0.0305176,-164.063,0,-160,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0348,Error ,1.25,-50,15.9995,-0.620117,0,23.407,-156.25,0,-157,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0398,Error ,1.25,-50,15.9995,-0.616699,0,39.032,-156.25,0,-157,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0448,Error ,1.25,-50,15.9995,-0.617676,0,15.5945,-179.688,0,-170,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0498,Error ,1.25,-50,15.9995,-0.625488,0,15.5945,-140.625,0,-170,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0548,Error ,1.25,-50,15.9995,-0.619141,0,46.8445,-148.438,0,-161,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0598,Error ,1.25,-50,15.9995,-0.621094,0,15.5945,-148.438,0,-161,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0648,Error ,1.25,-50,15.9995,-0.620117,0,-7.84302,-156.25,0,-158,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0697,Error ,1.25,-50,15.9995,-0.620117,0,7.78198,-148.438,0,-158,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0747,Error ,1.25,-50,15.9995,-0.62207,0,15.5945,-171.875,0,-154,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0797,Error ,1.25,-50,15.9995,-0.620605,0,15.5945,-164.063,0,-154,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0847,Error ,1.25,-50,15.9995,-0.624512,0,31.2195,-132.813,0,-150,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0897,Error ,1.25,-50,15.9995,-0.619141,0,23.407,-164.063,0,-150,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0947,Error ,1.25,-50,15.9995,-0.620605,0,-23.468,-179.688,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.0997,Error ,1.25,-50,15.9995,-0.617188,0,39.032,-179.688,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1047,Error ,1.25,-50,15.9995,-0.617188,0,23.407,-164.063,0,-159,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1097,Error ,1.25,-50,15.9995,-0.617676,0,15.5945,-148.438,0,-159,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1147,Error ,1.25,-50,15.9995,-0.622559,0,-0.0305176,-171.875,0,-164,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1197,Error ,1.25,-50,15.9995,-0.623047,0,15.5945,-140.625,0,-164,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1247,Error ,1.25,-50,15.9995,-0.623047,0,15.5945,-140.625,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1297,Error ,1.25,-50,15.9995,-0.623047,0,7.78198,-195.313,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1347,Error ,1.25,-50,15.9995,-0.619629,0,7.78198,-125,0,-154,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1397,Error ,1.25,-50,15.9995,-0.619141,0,15.5945,-187.5,0,-154,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1452,Error ,1.25,-50,15.9995,-0.618652,0,15.5945,-132.813,0,-159,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1496,Error ,1.25,-50,15.9995,-0.619141,0,-0.0305176,-171.875,0,-159,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1547,Error ,1.25,-50,15.9995,-0.619141,0,15.5945,-156.25,0,-160,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1596,Error ,1.25,-50,15.9995,-0.621094,0,7.78198,-187.5,0,-160,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1646,Error ,1.25,-50,15.9995,-0.620605,0,31.2195,-156.25,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1696,Error ,1.25,-50,15.9995,-0.619141,0,-0.0305176,-164.093,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1746,Error ,1.25,-50,15.9995,-0.620117,0,31.2195,-179.688,0,-162,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1796,Error ,1.25,-50,15.9995,-0.623535,0,7.78198,-171.875,0,-162,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1846,Error ,1.25,-50,15.9995,-0.621582,0,-7.84302,-140.625,0,-163,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1896,Error ,1.25,-50,15.9995,-0.620605,0,-7.84302,-148.438,0,-163,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1946,Error ,1.25,-50,15.9995,-0.624023,0,31.2195,-132.813,0,-150,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.1996,Error ,1.25,-50,15.9995,-0.621094,0,46.8445,-171.875,0,-150,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2046,Error ,1.25,-50,15.9995,-0.623047,0,31.2195,-148.438,0,-163,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2096,Error ,1.25,-50,15.9995,-0.621582,0,31.2195,-148.438,0,-163,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2146,Error ,1.25,-50,15.9995,-0.620117,0,15.5945,-164.063,0,-155,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2196,Error ,1.25,-50,15.9995,-0.624512,0,7.78198,-156.25,0,-155,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2246,Error ,1.25,-50,15.9995,-0.618652,0,23.407,-148.438,0,-160,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2296,Error ,1.25,-50,15.9995,-0.618652,0,15.5945,-156.25,0,-160,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2346,Error ,1.25,-50,15.9995,-0.620605,0,7.78198,-140.625,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2395,Error ,1.25,-50,15.9995,-0.624023,0,15.5945,-148.438,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2445,Error ,1.25,-50,15.9995,-0.621582,0,23.407,-140.625,0,-162,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2495,Error ,1.25,-50,15.9995,-0.619141,0,23.407,-187.5,0,-155,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2545,Error ,1.25,-50,15.9995,-0.619629,0,23.407,-187.5,0,-155,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2595,Error ,1.25,-50,15.9995,-0.617188,0,7.78198,-164.063,0,-157,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2645,Error ,1.25,-50,15.9995,-0.621094,0,15.5945,-179.688,0,-157,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2695,Error ,1.25,-50,15.9995,-0.618652,0,15.5945,-156.25,0,-159,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2745,Error ,1.25,-50,15.9995,-0.623047,0,-0.0305176,-156.25,0,-159,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2795,Error ,1.25,-50,15.9995,-0.624512,0,15.5945,-171.875,0,-151,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2845,Error ,1.25,-50,15.9995,-0.623535,0,31.2195,-148.438,0,-151,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2895,Error ,1.25,-50,15.9995,-0.618652,0,23.407,-164.063,0,-159,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2945,Error ,1.25,-50,15.9995,-0.623047,0,15.5945,-148.438,0,-159,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.2995,Error ,1.25,-50,15.9995,-0.624023,0,7.78198,-148.438,0,-156,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3045,Error ,1.25,-50,15.9995,-0.620605,0,23.407,-164.063,0,-156,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3095,Error ,1.25,-50,15.9995,-0.621582,0,23.407,-148.438,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3145,Error ,1.25,-50,15.9995,-0.620605,0,31.2195,-140.625,0,-159,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3194,Error ,1.25,-50,15.9995,-0.623535,0,46.8445,-148.438,0,-164,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3245,Error ,1.25,-50,15.9995,-0.619629,0,31.2195,-132.813,0,-164,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3294,Error ,1.25,-50,15.9995,-0.623535,0,31.2195,-171.875,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3344,Error ,1.25,-50,15.9995,-0.620605,0,31.2195,-148.438,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3394,Error ,1.25,-50,15.9995,-0.616699,0,-0.0305176,-148.438,0,-165,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3444,Error ,1.25,-50,15.9995,-0.623535,0,46.8445,-132.813,0,-165,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3494,Error ,1.25,-50,15.9995,-0.620605,0,15.5945,-164.063,0,-167,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3544,Error ,1.25,-50,15.9995,-0.623047,0,15.5945,-148.438,0,-167,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3594,Error ,1.25,-50,15.9995,-0.623535,0,15.5945,-171.875,0,-158,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3644,Error ,1.25,-50,15.9995,-0.62207,0,-7.84302,-164.063,0,-158,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3694,Error ,1.25,-50,15.9995,-0.62207,0,-0.0305176,-156.25,0,-157,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3744,Error ,1.25,-50,15.9995,-0.621582,0,23.407,-156.25,0,-157,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3794,Error ,1.25,-50,15.9995,-0.622559,0,23.407,-140.625,0,-162,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3844,Error ,1.25,-50,15.9995,-0.616699,0,7.78198,-164.063,0,-162,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3894,Error ,1.25,-50,15.9995,-0.619141,0,46.8445,-171.875,0,-161,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3944,Error ,1.25,-50,15.9995,-0.618652,0,-0.0305176,-156.25,0,-161,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.3994,Error ,1.25,-50,15.9995,-0.621094,0,-7.84302,-140.625,0,-158,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4043,Error ,1.25,-50,15.9995,-0.621582,0,15.5945,-140.625,0,-158,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4093,Error ,1.25,-50,15.9995,-0.622559,0,23.407,-156.25,0,-160,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4143,Error ,1.25,-50,15.9995,-0.623047,0,-0.0305176,-156.25,0,-160,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4193,Error ,1.25,-50,15.9995,-0.621582,0,31.2195,-156.25,0,-157,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4243,Error ,1.25,-50,15.9995,-0.617676,0,31.2195,-148.438,0,-157,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4293,Error ,1.25,-50,15.9995,-0.621094,0,39.032,-140.625,0,-159,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4343,Error ,1.25,-50,15.9995,-0.620605,0,15.5945,-140.625,0,-159,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4393,Error ,1.25,-50,15.9995,-0.623047,0,-15.6555,-171.875,0,-167,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4443,Error ,1.25,-50,15.9995,-0.622559,0,7.78198,-187.5,0,-167,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4493,Error ,1.25,-50,15.9995,-0.622559,0,7.78198,-156.25,0,-164,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4543,Error ,1.25,-50,15.9995,-0.620117,0,31.2195,-156.281,0,-164,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4593,Error ,1.25,-50,15.9995,-0.62207,0,7.78198,-148.438,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4643,Error ,1.25,-50,15.9995,-0.621582,0,23.407,-156.25,0,-161,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4698,Error ,1.25,-50,15.9995,-0.621094,0,23.407,-148.438,0,-157,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19.4743,Error ,1.25,-50,15.9995,-0.621582,0,15.5945,-164.063,0,-157,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
